;Asset1;Asset2;Asset3;Asset4;Asset5;Asset6;Asset7;Asset8;Asset9;Asset10;Asset11;Asset12;Asset13;Asset14;Asset15
991;184.5;25.76;813.32;401.24;172.76;258.99;187.59;208.36;60.72;105.09;149.66;114.01;136.18;81.95;101.53
992;185.18;25.62;806.77;409.81;174.87;262.99;186.65;208.94;61.08;104.92;150.31;115.59;137.37;81.77;100.62
993;179.03;23.9;788.46;402.57;169.03;254.28;185.46;206.67;58.21;100.56;146.42;112.22;136.88;76.99;100.32
994;182.92;24.44;810.18;407.92;174.92;257.69;184.55;208.41;59.08;102.36;148.03;113.31;136.6;78.43;100.87
995;179.51;23.75;781.58;395.38;165.33;251.43;182.41;205.66;57.06;99.21;144.44;113.11;137.4;77.96;101.13
996;183.71;24.92;785.43;404.5;166.06;254.24;183.55;209.15;57.97;100.59;146.56;113.93;137.58;80.41;101.1
997;185.54;25.03;810.84;407.87;167.96;256.62;184.66;210.27;58.49;102.38;148.82;113.71;138.99;79.54;100.91
998;184.9;24.7;813.6;407.1;166.53;257.43;184.52;211.34;57.17;100.54;149.57;113.5;137.46;80.66;101.01
999;187.33;24.99;820.62;407.1;167.07;259.94;183.78;212.02;57.66;101.33;150.25;116.32;138.29;82.34;100.87
1000;189.84;25.65;840.0;417.99;171.29;262.71;183.29;216.01;58.06;101.63;152.63;117.06;138.64;82.3;100.91
1001;186.57;24.77;842.77;416.69;166.46;257.98;195.72;219.3;56.56;99.03;150.98;116.19;139.86;82.28;100.32
1002;187.93;25.14;872.16;426.4;168.22;259.14;191.85;219.36;56.43;99.08;152.16;114.75;140.74;82.84;100.65
1003;184.41;24.11;897.18;428.23;164.58;255.34;196.95;225.75;54.1;94.94;151.3;113.37;139.47;80.25;100.09
1004;187.76;24.52;894.64;428.98;173.58;255.79;201.47;226.23;55.79;97.79;152.89;114.51;139.4;82.13;100.54
1005;191.51;24.55;858.18;427.0;176.07;251.1;199.68;223.94;55.8;97.99;151.46;116.48;140.39;81.22;100.35
1006;200.77;25.21;885.91;434.07;177.08;256.83;203.52;227.46;57.64;101.37;153.49;115.36;140.36;81.61;100.03
1007;202.94;26.17;873.12;437.05;179.82;261.11;203.5;226.56;58.38;101.99;154.88;117.7;140.42;83.45;99.46
1008;203.23;25.84;865.23;431.68;180.32;257.05;203.81;226.26;57.92;101.39;154.35;117.15;139.43;82.54;99.4
1009;202.3;25.91;870.93;430.8;176.99;259.17;203.1;225.23;56.92;100.04;154.79;116.79;140.18;82.22;99.62
1010;198.95;25.18;897.33;439.88;175.44;263.66;202.68;226.43;55.59;97.84;156.09;117.33;140.77;82.66;99.18
1011;200.78;25.8;881.77;433.81;179.24;261.01;204.01;227.28;58.4;104.86;156.36;117.59;142.82;84.99;99.04
1012;202.42;25.87;891.18;435.03;177.94;264.17;204.52;227.67;57.04;104.46;157.26;116.04;144.5;84.87;98.4
1013;201.86;25.8;864.8;415.23;178.47;262.27;202.95;226.15;57.16;104.43;155.32;115.96;146.44;83.19;98.1
1014;203.31;25.14;870.33;414.2;177.2;259.25;202.33;225.92;56.81;103.42;154.36;114.18;147.08;83.63;97.87
1015;206.72;24.59;889.71;424.02;174.71;261.58;202.28;227.18;57.64;104.46;155.5;113.8;149.69;84.26;97.4
1016;203.97;25.25;872.12;417.05;175.47;261.36;203.13;227.16;56.96;102.25;154.49;113.55;150.75;83.13;96.43
1017;207.66;24.15;893.46;425.05;179.73;263.8;201.48;226.17;57.59;103.35;156.41;114.24;151.43;83.59;96.84
1018;202.05;22.94;906.14;430.19;174.93;257.8;200.6;225.74;54.77;98.99;155.82;111.8;150.57;80.86;96.32
1019;196.36;22.25;906.21;475.23;174.25;252.94;199.49;226.23;55.04;96.31;157.02;110.2;152.16;81.57;95.59
1020;194.73;22.39;939.97;487.2;173.27;253.32;199.34;228.87;55.26;97.31;158.15;112.33;152.4;83.07;96.32
1021;194.35;22.5;958.54;490.45;172.28;255.45;202.95;236.14;56.86;99.24;158.72;112.64;155.13;84.46;96.48
1022;199.45;23.45;963.58;492.23;175.27;260.51;200.13;236.27;57.36;100.05;159.74;113.65;157.45;85.46;96.05
1023;198.59;23.2;967.74;509.41;175.33;264.05;199.42;238.59;57.08;100.36;160.77;112.54;159.03;84.97;95.59
1024;199.37;23.45;956.13;497.82;179.19;260.85;200.37;236.92;56.82;99.6;160.87;112.64;155.82;83.49;95.56
1025;209.87;24.44;953.18;505.06;181.46;261.42;203.32;236.29;58.22;102.96;161.31;113.1;156.93;84.95;96.32
1026;210.62;24.66;926.29;490.04;187.19;262.73;200.73;231.03;58.82;102.83;160.02;115.83;149.81;84.28;96.69
1027;210.68;24.63;976.68;506.32;185.61;264.01;203.33;234.04;58.81;104.09;162.26;116.88;149.99;86.43;96.7
1028;207.87;24.19;976.92;515.29;184.58;262.87;204.11;233.3;57.37;103.06;161.93;116.16;151.68;85.56;96.23
1029;206.82;24.41;987.25;514.83;184.65;261.62;205.27;233.7;57.62;103.67;161.9;114.33;150.16;85.09;96.04
1030;204.99;23.71;1053.24;513.48;179.78;265.33;209.91;236.26;56.87;104.15;162.34;114.54;153.88;86.87;95.75
1031;204.47;23.6;1046.73;517.76;177.28;264.77;208.53;236.81;56.59;102.0;162.72;113.76;154.99;86.87;95.56
1032;203.96;23.38;1036.29;518.41;177.69;267.41;204.97;236.92;55.97;100.55;162.0;114.66;151.84;86.96;94.99
1033;203.16;22.98;1036.51;529.91;175.56;271.61;202.12;236.89;55.11;98.72;162.51;113.14;149.91;86.25;95.83
1034;204.56;23.13;1082.82;557.22;175.47;271.58;203.77;239.49;54.7;99.03;163.07;112.8;149.97;85.76;95.58
1035;209.36;24.3;1085.96;563.89;180.41;274.62;203.3;239.16;56.31;101.5;164.71;115.37;149.43;86.33;96.19
1036;208.58;24.15;1088.5;559.26;181.21;276.87;202.22;239.56;54.53;100.25;165.3;115.38;148.2;87.81;96.22
1037;209.59;23.75;1090.46;566.87;178.66;279.74;202.33;239.26;53.37;98.68;166.99;116.3;150.44;87.89;95.89
1038;211.86;23.75;1078.1;560.09;184.54;280.76;211.51;240.71;53.01;98.83;167.27;115.56;148.96;87.18;95.83
1039;212.25;24.22;1122.45;559.18;185.3;286.99;217.19;242.11;54.27;99.67;168.39;115.25;152.29;87.04;96.02
1040;210.3;23.23;1141.81;578.15;180.65;282.04;214.94;241.61;53.27;97.69;168.02;113.97;152.53;86.31;95.22
1041;215.82;22.69;1180.28;601.17;180.56;283.85;228.47;244.2;52.59;96.7;169.29;113.76;152.57;86.61;95.06
1042;220.58;23.6;1225.16;588.72;183.28;288.02;228.61;249.4;52.27;96.83;171.89;115.92;149.95;84.08;95.18
1043;216.87;23.16;1111.5;541.59;182.7;278.01;223.75;242.06;52.17;95.77;165.85;115.41;149.43;83.8;95.79
1044;218.97;23.53;1077.93;541.94;186.65;272.29;221.1;240.86;52.13;95.36;164.5;114.38;149.14;80.55;95.86
1045;219.47;22.5;1017.34;505.47;180.16;266.25;214.32;235.5;50.93;91.92;159.93;114.58;149.84;74.46;96.0
1046;225.63;22.58;1085.83;525.64;181.87;271.49;216.55;240.76;50.62;93.15;163.16;116.18;150.75;77.07;96.42
1047;221.45;21.99;1051.4;508.48;180.0;268.14;211.78;235.96;49.35;90.96;160.29;115.74;151.49;75.55;96.13
1048;227.32;21.81;1038.82;501.8;182.23;266.99;211.61;235.69;49.22;90.43;160.37;115.97;150.22;75.61;95.98
1049;226.85;22.54;1099.26;516.85;184.76;272.72;212.57;238.32;48.9;89.96;162.42;116.38;151.4;75.47;95.83
1050;219.59;22.36;1109.4;517.66;179.01;273.26;212.64;239.01;48.38;88.87;163.26;116.75;151.65;77.54;95.61
1051;223.3;24.74;1068.71;502.38;179.76;272.92;210.93;238.88;50.43;91.44;162.51;116.9;151.95;81.34;95.82
1052;227.38;25.84;1064.36;494.36;177.71;273.1;211.6;235.51;50.42;91.71;161.14;116.1;150.39;82.99;96.15
1053;225.19;25.21;1040.94;478.68;177.33;269.56;209.43;233.48;49.6;91.03;159.34;114.68;151.33;83.27;95.79
1054;214.76;23.27;1068.95;493.2;171.85;262.7;212.19;235.99;48.59;88.81;157.5;110.4;147.38;79.62;95.81
1055;217.45;22.91;1079.24;500.95;169.97;266.84;214.11;239.38;47.39;87.91;159.15;109.95;147.18;80.21;96.44
1056;213.35;22.39;1035.34;479.94;167.21;259.93;210.51;239.51;45.87;83.75;155.38;110.63;144.18;80.88;96.93
1057;214.48;22.21;1054.49;484.86;167.07;260.13;211.61;241.15;45.78;83.57;155.84;109.72;144.83;81.65;97.35
1058;215.62;22.43;1099.39;503.05;168.53;262.43;212.5;238.08;46.2;83.61;158.33;108.96;144.01;81.53;97.22
1059;218.23;22.76;1113.16;515.06;173.38;266.52;212.47;242.98;47.1;86.05;160.88;111.58;145.18;82.24;97.54
1060;217.83;22.47;1129.45;511.16;171.92;265.34;212.29;244.73;45.72;83.69;160.11;111.32;146.84;79.58;97.18
1061;220.4;22.87;1155.48;518.87;173.58;266.05;216.58;246.71;45.79;83.81;161.43;110.66;146.32;81.47;96.65
1062;216.8;22.91;1162.65;523.26;174.84;270.55;221.49;249.12;44.19;81.97;162.28;111.13;147.94;78.43;96.78
1063;221.57;23.46;1115.49;506.37;176.5;268.03;217.5;246.72;43.99;82.86;160.73;111.15;147.3;75.05;96.63
1064;226.82;23.53;1165.04;521.96;180.23;270.8;219.51;249.2;45.0;84.62;163.62;112.24;148.26;79.44;96.83
1065;223.92;22.65;1173.07;507.0;178.37;266.69;217.7;249.04;44.54;84.15;161.33;112.78;147.37;82.38;96.24
1066;228.71;23.16;1192.5;515.6;181.49;269.38;218.1;252.29;44.68;85.88;164.14;112.47;146.02;80.92;96.69
1067;231.5;24.41;1181.8;515.11;185.22;270.05;218.83;253.73;47.03;87.55;165.45;113.16;146.4;83.43;96.44
1068;234.87;25.11;1175.31;524.07;184.16;274.92;221.03;256.76;46.34;86.13;166.91;113.96;148.8;82.24;96.45
1069;240.29;25.07;1214.87;557.36;186.42;274.6;223.3;261.64;46.19;86.73;169.65;114.71;149.03;79.87;96.04
1070;239.57;24.67;1216.77;542.57;183.4;271.84;226.37;264.56;45.64;85.43;168.58;113.98;146.4;81.43;96.05
1071;241.77;25.04;1203.7;542.97;182.38;269.02;222.82;262.94;45.55;84.91;167.46;113.84;147.39;83.13;96.65
1072;243.88;25.22;1193.01;540.82;185.11;265.49;223.73;261.71;45.95;85.56;167.21;111.44;147.53;82.97;96.64
1073;249.37;26.76;1179.47;533.25;184.73;266.44;224.01;265.16;45.48;84.84;167.23;113.71;147.35;82.8;96.94
1074;247.56;26.76;1152.68;519.63;181.61;262.06;221.29;261.0;44.58;82.97;164.5;113.87;147.78;82.7;96.87
1075;249.72;26.94;1165.3;526.49;182.65;263.03;222.76;262.91;44.95;83.43;165.28;113.56;148.09;83.98;96.43
1076;247.37;26.87;1154.98;523.62;180.83;264.0;223.53;262.57;44.23;82.49;164.91;111.82;149.19;81.08;95.94
1077;250.71;28.34;1141.0;518.6;187.22;263.42;222.22;261.13;46.5;85.43;165.77;111.76;147.37;82.32;95.74
1078;250.65;28.01;1160.58;515.42;188.91;263.44;222.68;260.34;45.56;84.47;166.35;113.11;147.44;80.72;96.06
1079;242.64;27.09;1122.23;515.46;184.23;256.87;220.07;257.63;44.48;82.57;163.25;110.95;147.5;78.1;95.78
1080;234.77;26.06;1144.05;522.41;180.76;252.87;221.17;259.03;43.78;80.91;162.76;108.98;147.97;80.15;96.1
1081;224.74;27.24;1078.32;498.22;175.68;240.64;216.78;253.64;42.11;77.85;157.02;105.31;145.44;75.73;96.31
1082;229.96;27.05;1112.22;516.67;176.83;245.96;216.6;254.05;43.98;80.08;158.89;105.27;144.62;73.26;96.6
1083;233.49;27.24;1070.38;487.73;178.41;241.76;214.79;249.01;43.51;80.9;156.96;105.84;145.53;72.49;97.18
1084;242.74;27.61;1074.37;487.33;182.43;245.79;217.34;253.73;45.34;83.98;158.9;108.07;146.54;74.56;97.48
1085;249.31;28.82;1111.84;494.81;188.18;250.58;221.03;259.0;44.56;83.5;161.73;110.71;147.95;76.28;97.48
1086;230.79;28.82;1178.0;515.02;182.43;258.07;219.76;261.93;44.32;83.54;165.29;113.41;146.87;79.3;96.49
1087;242.47;29.33;1209.23;533.3;189.89;262.95;222.09;268.24;44.24;83.97;168.51;114.82;150.8;78.57;96.73
1088;239.8;29.7;1243.56;532.69;187.36;264.05;225.65;268.54;43.72;82.82;168.46;114.29;151.19;75.23;96.04
1089;253.97;32.01;1164.04;522.05;212.73;282.96;222.2;254.15;49.26;92.42;170.43;122.94;143.66;81.61;95.43
1090;256.17;32.96;1090.53;520.48;212.04;283.8;225.33;255.28;50.35;96.69;170.19;124.84;145.38;83.78;95.96
1091;251.95;32.63;1145.87;536.28;208.87;282.99;229.08;259.67;49.83;95.98;171.49;125.44;144.24;83.96;96.03
1092;251.45;32.16;1149.18;535.02;206.31;277.5;229.46;261.61;48.12;93.9;169.78;123.54;145.16;83.29;96.34
1093;255.29;33.96;1135.54;535.25;207.6;280.46;233.04;263.79;49.29;96.64;172.09;123.95;146.18;81.28;96.15
1094;257.49;35.13;1154.17;539.92;213.46;283.41;235.98;264.45;52.13;103.55;174.1;126.05;146.3;83.74;95.81
1095;255.59;35.53;1146.23;535.83;211.29;280.76;231.23;265.93;52.82;102.8;173.26;126.31;146.09;83.92;95.7
1096;256.82;35.72;1146.79;529.73;209.73;276.92;230.79;266.15;50.83;99.54;171.26;126.97;145.23;84.71;95.66
1097;257.06;35.46;1147.77;532.47;210.29;276.58;235.48;267.06;51.09;101.25;171.94;126.12;144.27;84.55;95.79
1098;256.06;35.83;1117.67;526.63;208.49;271.66;232.57;265.38;50.46;101.33;170.77;126.61;145.16;85.38;95.64
1099;259.85;36.97;1122.13;510.97;214.5;277.36;233.64;265.79;53.77;107.51;171.73;126.53;142.47;87.22;95.64
1100;263.01;38.36;1106.56;516.89;224.41;279.39;234.31;267.53;57.34;112.94;174.51;128.05;139.91;90.97;95.83
1101;259.63;38.54;1130.22;520.75;222.07;281.0;235.04;269.99;55.75;108.83;174.23;128.35;139.98;92.59;95.37
1102;260.3;38.18;1132.48;523.27;220.59;281.15;234.68;270.44;54.9;107.85;174.65;128.97;138.13;92.22;95.24
1103;258.09;37.37;1144.46;534.31;214.51;280.28;236.52;272.79;52.09;102.97;173.85;127.13;137.65;91.84;94.8
1104;257.59;37.26;1143.48;550.78;217.9;281.41;236.29;276.93;52.59;103.29;175.8;128.59;140.63;90.24;95.07
1105;258.5;38.29;1156.67;552.39;222.09;280.06;233.01;274.03;54.56;106.14;176.12;128.62;141.53;91.72;93.99
1106;259.63;38.91;1144.33;551.77;220.63;277.22;231.12;267.28;54.93;106.06;176.01;128.42;142.39;92.44;93.68
1107;270.9;39.94;1158.19;548.67;222.63;283.39;230.52;266.83;56.93;110.17;177.56;129.22;142.32;93.7;93.44
1108;265.7;39.87;1162.33;555.4;221.79;283.35;229.28;266.76;55.87;107.2;177.22;128.4;144.33;92.69;93.63
1109;265.89;40.23;1140.4;558.23;222.01;283.51;231.35;269.81;57.7;108.12;177.72;128.1;145.02;92.36;93.69
1110;267.72;41.81;1104.58;546.56;220.28;279.26;229.52;267.45;58.46;106.82;176.3;127.78;142.22;92.2;93.71
1111;265.91;41.55;1108.13;553.11;218.86;276.63;228.45;266.37;60.12;110.25;176.08;127.85;142.14;94.75;93.96
1112;266.56;40.97;1111.63;549.39;217.57;274.81;228.39;268.03;59.83;109.19;175.85;126.88;142.62;94.33;93.45
1113;264.72;39.76;1136.87;546.56;215.28;276.15;226.29;267.51;57.67;105.64;175.09;127.35;141.76;95.18;93.54
1114;270.2;40.78;1141.29;573.94;218.96;277.63;226.18;265.72;58.79;105.55;177.35;127.4;143.59;96.46;93.42
1115;266.87;40.12;1131.22;573.62;219.59;277.51;225.95;263.98;59.69;104.75;177.66;127.8;143.88;96.86;93.37
1116;266.38;39.94;1139.65;577.62;217.77;281.39;226.99;264.59;59.39;104.42;178.69;127.85;146.29;97.95;93.03
1117;269.04;39.72;1133.74;568.46;216.7;281.56;226.76;262.24;58.37;102.98;178.06;127.35;146.18;99.45;92.55
1118;267.85;39.57;1138.88;575.51;224.83;278.5;226.79;260.79;57.3;101.68;177.36;124.25;145.67;96.7;92.9
1119;262.53;38.98;1134.27;591.89;221.41;274.27;224.04;258.69;56.33;99.64;177.0;125.94;144.7;95.24;92.74
1120;265.27;39.9;1111.29;587.76;227.6;273.55;222.52;258.59;57.06;101.21;177.13;127.34;145.33;97.47;93.13
1121;266.96;39.13;1109.97;592.29;226.6;278.08;222.95;260.51;56.83;100.78;177.75;127.21;145.73;97.69;93.09
1122;265.19;39.09;1101.96;613.48;228.09;283.32;225.62;265.14;57.02;100.27;179.3;128.74;145.52;96.46;92.99
1123;262.63;38.8;1105.65;605.31;227.49;285.64;224.2;266.32;56.37;99.93;178.91;129.28;145.71;97.23;92.85
1124;267.67;39.35;1122.95;600.15;228.13;290.95;224.01;267.56;56.83;100.78;179.15;129.0;146.59;98.04;92.62
1125;270.62;39.68;1115.2;595.52;231.24;291.45;223.96;269.23;56.31;99.74;180.3;127.89;146.75;98.28;92.27
1126;270.81;38.47;1120.2;580.8;229.05;290.16;227.66;271.63;56.69;100.05;177.64;128.76;150.75;96.46;92.64
1127;273.03;39.57;1145.08;587.98;230.3;285.82;226.45;268.48;59.42;102.75;178.9;128.19;151.37;101.13;92.63
1128;288.22;41.74;1077.57;568.19;241.12;283.31;227.86;264.4;60.94;106.06;179.92;129.71;147.82;102.55;92.27
1129;288.77;41.41;1139.89;587.58;249.03;284.89;227.85;262.9;61.42;106.56;182.59;130.62;148.24;102.96;91.96
1130;288.82;41.67;1134.14;592.65;249.31;287.08;227.82;264.34;62.1;107.57;183.59;131.47;142.18;105.81;92.48
1131;288.22;42.07;1163.59;578.87;253.03;283.67;228.84;260.1;63.98;108.19;182.39;130.45;143.38;105.83;93.13
1132;293.69;43.28;1151.91;578.07;257.01;278.3;231.45;260.24;65.4;110.24;182.46;130.18;142.86;107.78;93.33
1133;291.24;42.51;1155.92;587.45;257.24;278.95;229.09;262.2;66.14;110.14;182.88;130.45;143.69;107.17;92.96
1134;293.48;42.84;1127.61;578.56;258.75;268.97;228.34;258.92;68.72;112.78;182.19;130.88;143.43;108.51;93.31
1135;289.35;41.63;1098.5;570.62;254.11;268.61;224.72;258.78;65.42;108.77;180.88;129.28;141.81;106.06;93.4
1136;290.05;42.0;1112.66;573.71;253.01;268.7;222.78;253.28;66.72;111.62;182.35;128.98;142.6;107.31;93.97
1137;287.48;41.85;1141.74;592.56;249.22;274.5;226.08;258.16;67.66;112.65;184.9;129.66;144.64;107.84;93.49
1138;287.26;40.67;1184.6;614.28;247.13;273.34;225.05;259.24;65.72;108.67;184.95;128.8;144.6;107.62;93.67
1139;286.89;40.82;1171.36;624.16;245.22;269.18;227.35;258.88;64.79;108.34;184.4;128.08;143.85;105.87;93.28
1140;280.01;40.38;1166.3;641.44;242.16;267.8;227.15;258.58;64.07;107.36;185.06;126.07;143.79;106.89;93.26
1141;279.82;41.48;1147.68;642.51;241.17;269.17;229.18;260.79;62.66;105.54;184.79;127.25;143.47;106.56;93.44
1142;269.98;41.81;1103.47;637.58;234.35;259.79;223.48;254.66;61.95;104.17;180.04;125.78;143.02;107.05;93.31
1143;275.53;40.75;1114.86;615.27;238.48;264.12;223.34;255.14;62.92;105.14;181.8;126.95;142.47;106.02;93.75
1144;273.28;39.24;1109.62;592.25;235.84;257.5;218.28;251.83;61.25;100.63;178.29;124.38;143.2;105.73;93.64
1145;276.09;39.46;1130.75;602.03;237.58;264.31;216.38;250.46;61.36;102.06;181.15;125.82;144.25;108.47;93.61
1146;287.72;41.3;1158.06;605.85;244.89;269.97;218.71;254.08;62.33;102.83;183.67;128.16;141.9;110.92;94.04
1147;286.15;41.15;1155.82;601.13;247.7;268.3;219.38;253.81;64.78;105.07;183.86;128.16;142.03;112.8;94.27
1148;286.45;42.07;1167.24;616.62;253.4;278.82;221.45;254.77;66.02;105.12;185.85;129.21;138.67;113.9;94.24
1149;288.47;41.89;1160.99;614.71;252.9;278.18;224.29;254.29;68.23;105.42;186.58;130.37;140.38;115.15;94.84
1150;295.12;42.66;1233.4;615.38;256.86;275.67;225.33;257.62;71.17;108.05;187.96;130.99;142.01;117.42;94.19
1151;294.87;42.4;1218.41;611.34;255.83;275.18;226.57;257.43;70.33;107.43;187.75;131.12;142.27;118.21;94.15
1152;295.52;41.89;1261.21;608.55;255.98;275.07;223.93;254.97;71.02;109.27;187.68;130.64;142.68;118.86;93.64
1153;296.47;42.11;1302.77;607.38;255.27;281.13;223.76;252.16;69.24;108.68;187.99;130.62;141.47;117.97;93.63
1154;295.93;43.1;1278.04;608.46;258.89;280.2;224.46;252.55;70.18;109.31;188.88;131.4;141.21;120.46;93.55
1155;302.49;43.98;1309.56;598.66;265.13;277.45;226.31;253.45;72.29;111.55;188.77;133.31;139.32;121.63;93.54
1156;302.37;43.58;1273.32;588.1;265.95;276.93;228.7;256.34;73.42;114.89;188.71;132.83;137.29;123.84;93.85
1157;298.81;42.73;1266.74;583.02;266.85;279.38;213.88;255.54;72.27;113.79;187.88;131.97;137.47;122.58;94.2
1158;313.74;44.16;1275.07;583.74;271.3;273.22;214.94;254.0;72.75;114.75;187.53;133.01;137.66;119.99;93.86
1159;325.93;45.93;1226.31;566.34;273.85;278.01;213.93;250.73;75.43;117.85;186.08;132.87;140.05;124.55;93.59
1160;329.09;46.26;1208.05;565.71;276.05;283.07;210.48;244.96;76.48;119.34;186.31;133.15;139.88;124.91;93.28
1161;332.52;48.21;1238.55;563.42;280.91;292.83;206.96;243.93;78.77;123.74;188.43;133.57;139.26;128.05;93.39
1162;331.55;46.88;1136.77;543.82;277.09;285.25;205.01;239.06;77.46;122.59;183.82;133.25;137.55;128.68;93.24
1163;322.67;46.08;1171.53;545.04;269.74;283.44;201.85;236.98;75.53;119.78;182.94;131.39;133.96;124.57;93.33
1164;328.47;48.17;1182.4;574.39;275.85;289.1;204.11;237.53;78.35;122.23;187.29;133.45;133.53;122.83;93.87
1165;322.58;47.69;1145.2;562.39;274.95;287.95;202.15;235.16;77.89;122.7;185.78;133.84;134.35;121.02;94.17
1166;321.22;49.38;1093.82;548.63;280.27;286.72;198.23;231.91;78.52;124.08;183.35;134.31;132.97;124.12;93.91
1167;318.02;49.86;1056.7;539.96;275.96;282.25;198.14;228.42;81.56;125.17;180.89;134.32;131.8;129.29;94.18
1168;329.06;50.01;1064.5;545.76;276.6;287.47;200.61;227.19;84.64;130.56;184.42;133.22;131.63;133.87;94.83
1169;331.19;52.1;990.33;523.01;280.27;293.96;198.68;222.96;84.56;131.46;183.43;135.99;130.05;131.76;95.17
1170;324.04;51.48;1069.89;544.27;278.29;294.08;200.25;228.23;83.25;131.16;186.03;136.5;133.07;129.65;95.76
1171;330.41;48.72;1065.44;539.29;284.33;297.83;205.36;231.85;85.81;133.4;187.15;138.01;133.45;130.52;95.39
1172;328.47;45.12;1110.33;548.18;282.85;301.8;205.29;235.3;85.17;133.18;189.1;139.0;133.51;133.72;95.16
1173;342.28;46.26;1098.58;544.0;286.2;299.41;208.38;237.08;86.09;133.62;189.29;139.3;133.29;132.89;94.69
1174;344.88;49.09;1127.23;557.31;284.77;297.96;207.31;236.63;83.89;132.06;190.52;139.05;134.02;132.45;94.97
1175;338.48;48.35;1135.77;564.41;281.37;299.87;207.24;234.3;82.12;128.93;190.22;139.5;134.16;131.25;95.16
1176;349.2;50.04;1140.04;560.77;284.26;297.63;205.52;235.69;82.48;129.4;190.77;139.49;133.86;130.85;95.36
1177;344.79;48.72;1087.17;541.76;288.95;294.48;202.84;231.24;78.92;124.71;187.95;139.67;134.28;121.53;94.71
1178;336.73;48.61;1097.7;539.33;284.35;276.11;205.54;235.48;78.48;123.83;187.84;138.18;134.99;124.41;95.22
1179;337.82;48.28;1126.8;554.61;276.71;277.58;206.52;239.48;77.67;122.82;189.16;137.5;134.71;124.67;95.51
1180;326.21;46.55;1116.93;550.79;273.94;277.78;208.97;243.67;76.71;122.14;187.71;136.96;133.7;116.99;95.11
1181;330.66;45.96;1080.38;539.78;276.07;277.67;207.67;242.02;78.27;125.41;186.69;137.01;134.33;123.92;95.85
1182;335.18;47.25;1071.17;542.03;279.61;277.54;209.08;247.96;78.04;125.85;187.66;137.13;133.71;118.61;96.07
1183;343.03;47.76;1097.15;544.81;284.26;284.96;210.82;252.03;80.17;128.74;190.79;137.97;134.28;123.5;96.37
1184;344.1;47.62;1106.46;545.62;279.84;286.27;213.23;254.99;79.74;128.07;190.62;138.58;132.72;124.69;96.28
1185;348.38;48.9;1099.92;538.93;283.14;282.79;211.78;250.41;78.75;126.88;190.02;140.25;130.53;122.65;96.42
1186;346.57;48.28;1140.64;549.04;279.02;282.56;211.92;252.36;77.56;125.52;190.71;139.77;132.85;119.83;96.81
1187;347.87;48.83;1180.25;552.86;281.73;289.4;211.59;254.12;79.73;126.67;192.96;140.6;133.84;124.47;96.76
1188;344.73;49.27;1184.5;567.29;281.23;291.79;218.58;257.83;78.27;124.07;195.56;141.25;135.0;120.17;96.02
1189;344.39;49.23;1208.6;574.88;285.64;292.62;218.11;256.89;78.61;124.8;195.85;141.23;134.89;121.07;95.58
1190;344.49;49.46;1223.42;585.94;285.99;294.53;217.97;258.62;77.79;123.4;196.67;142.04;136.19;120.72;95.58
1191;344.89;50.01;1230.52;597.81;288.13;296.96;218.08;260.04;77.61;123.28;198.19;142.13;135.14;120.15;95.24
1192;345.16;49.97;1299.65;589.9;287.52;295.56;218.11;261.19;77.1;121.91;198.15;141.95;134.2;120.92;95.37
1193;342.8;49.42;1339.85;604.23;284.09;294.96;217.44;261.47;77.39;122.46;198.8;142.47;135.36;121.9;95.25
1194;347.63;50.3;1305.46;593.45;278.78;296.24;217.36;260.01;79.63;124.89;197.99;143.03;134.49;127.91;94.94
1195;347.54;49.82;1378.97;604.55;280.55;301.98;218.67;264.04;79.16;123.87;200.19;143.62;136.85;128.54;94.69
1196;348.79;49.23;1359.76;603.02;282.64;302.15;219.37;265.42;78.71;123.32;200.91;144.84;137.91;127.87;94.8
1197;347.34;49.49;1312.7;606.08;281.44;301.32;217.97;264.58;78.46;123.68;199.84;145.06;137.16;128.38;94.82
1198;340.23;48.02;1296.42;598.3;275.21;297.97;219.66;266.14;76.81;121.37;198.49;142.03;137.78;126.47;94.22
1199;347.45;49.09;1312.59;600.05;277.55;303.54;220.29;267.83;77.79;123.05;200.33;143.08;138.94;124.27;94.32
1200;342.11;49.31;1268.99;593.04;271.7;303.7;217.91;265.81;76.78;120.92;198.49;144.38;138.08;124.43;94.28
1201;345.49;49.82;1304.45;603.74;276.9;306.94;218.27;267.25;77.2;121.63;200.66;144.17;137.75;125.87;94.46
1202;346.17;49.9;1322.63;605.54;277.58;307.39;215.16;263.84;77.35;121.6;201.01;144.57;137.92;125.4;93.87
1203;345.84;49.6;1314.41;604.06;278.86;306.82;215.9;265.05;78.36;123.01;200.97;144.53;137.83;127.49;93.94
1204;348.78;48.54;1305.44;600.41;280.66;311.54;215.13;264.61;80.73;126.03;200.8;145.3;137.46;129.35;93.87
1205;341.53;48.57;1309.54;599.96;286.12;316.1;217.85;268.01;81.88;128.04;202.16;145.2;137.06;131.68;93.52
1206;342.49;48.24;1282.6;590.89;283.58;311.69;218.28;266.97;79.52;123.46;200.7;144.43;137.0;128.78;93.58
1207;342.58;49.46;1267.84;595.74;282.75;310.42;221.73;272.16;81.71;126.4;201.26;145.32;138.87;130.63;94.36
1208;350.45;48.24;1226.35;574.66;286.65;309.65;219.55;269.27;82.23;127.1;199.91;144.02;137.66;133.06;94.1
